num;Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA;BSH;BSD;BSA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA
3;E0;20.08.2011;Everton;QPR;0;1;A;0;1;A;14;4;7;3;12;9;2;1;1;1;0;0;Oca.53;03.Aðu;7;01.May;Mar.75;Tem.25;01.May;Mar.75;7;01.May;03.Eyl;05.May;Oca.53;03.Aðu;06.May;01.May;Mar.75;6;Oca.55;4;6;Oca.53;03.Aðu;7;Oca.53;4;8;01.May;4;06.May;36;Oca.58;Oca.53;04.Eyl;Mar.83;Tem.81;Haz.89;36;01.Eyl;Oca.84;02.Mar;Oca.94;20;-1;Oca.96;Oca.92;Oca.99;Oca.95
3;E0;20.08.2011;Sunderland;Newcastle;0;1;A;0;0;D;15;12;5;10;17;7;7;6;3;3;1;0;02.Þub;Mar.25;03.Nis;Þub.15;03.Mar;03.May;02.Oca;03.Þub;03.May;02.Oca;03.Þub;03.Þub;02.Þub;03.Mar;03.Mar;02.Oca;03.Þub;03.Þub;02.Þub;03.Oca;03.May;2;03.Nis;Mar.75;02.Þub;03.Mar;03.Aðu;02.May;03.Nis;03.Nis;36;02.Þub;Þub.13;03.Nis;Mar.27;03.Eyl;Mar.53;32;Þub.25;02.Ara;Oca.74;Oca.69;21;-0.25;Oca.89;Oca.84;02.Aðu;02.Mar
3;E0;20.08.2011;Swansea;Wigan;0;0;D;0;0;D;12;10;6;4;8;18;7;7;0;3;0;0;02.Oca;03.Mar;03.Haz;02.Oca;Mar.25;Mar.45;02.Oca;03.Þub;03.May;02.Þub;03.Þub;3;02.Þub;03.Mar;03.Mar;02.May;Mar.25;Mar.25;Þub.15;Mar.25;03.May;02.Þub;Mar.25;03.Nis;Þub.15;Mar.25;03.Aðu;02.Oca;Mar.25;03.Nis;36;02.Þub;Þub.14;Mar.34;Mar.27;Mar.94;Mar.51;32;Þub.21;02.Eyl;01.Aðu;01.Tem;20;-0.25;Oca.87;Oca.82;02.Ara;02.Haz
3;E0;21.08.2011;Bolton;Man City;2;3;A;1;2;A;6;17;4;9;19;14;7;8;2;0;0;0;Nis.75;03.May;01.Aðu;5;03.May;Oca.78;04.May;03.Mar;01.Aðu;04.Nis;03.May;01.Tem;5;03.May;Oca.73;Nis.33;03.Nis;Oca.73;04.Nis;03.Haz;01.Aðu;04.May;03.May;01.Aðu;5;03.Haz;01.Aðu;04.May;03.May;Oca.75;35;05.Þub;Nis.69;Mar.63;Mar.46;Oca.85;01.Aðu;34;02.Þub;Oca.91;Oca.95;Oca.87;19;0.5;02.Kas;02.May;Oca.86;Oca.82
3;E0;21.08.2011;Norwich;Stoke;1;1;D;1;0;H;9;15;7;5;13;12;3;6;0;2;1;0;02.Haz;03.Mar;Þub.75;Þub.55;03.Mar;02.Aðu;02.May;03.Þub;Þub.75;02.Nis;03.Þub;02.Tem;02.May;03.Mar;02.Aðu;02.Nis;03.Þub;02.Tem;02.May;03.Þub;Þub.88;02.Nis;03.Mar;Þub.88;02.Haz;03.Mar;Þub.88;Þub.62;Mar.25;Þub.62;36;Þub.63;Þub.52;03.Nis;Mar.24;3;Þub.82;31;Þub.23;Þub.13;Oca.73;Oca.68;21;0;Oca.83;01.Aðu;Þub.14;02.May
3;E0;21.08.2011;Wolves;Fulham;2;0;H;2;0;H;17;8;7;4;7;10;7;8;2;2;0;0;Þub.38;Mar.25;03.Oca;02.Mar;Mar.25;03.May;02.Mar;03.Þub;3;02.Þub;03.Þub;3;Þub.38;Mar.25;3;Þub.35;03.Þub;Þub.75;Þub.25;03.Þub;03.Mar;02.Mar;03.Mar;03.Oca;Þub.38;03.Mar;Mar.25;02.Mar;Mar.25;3;36;02.Nis;Þub.33;Mar.35;Mar.25;Mar.34;03.Kas;31;Þub.28;Þub.17;Oca.73;Oca.65;20;-0.25;02.Nis;2;Oca.93;Oca.87
3;E0;22.08.2011;Man United;Tottenham;3;0;H;0;0;D;27;20;21;12;12;9;11;3;1;2;0;0;Oca.67;Mar.75;05.May;Oca.62;Mar.75;May.25;Oca.65;03.May;05.May;01.May;03.Eyl;05.May;Oca.62;Mar.75;05.May;01.Haz;03.Haz;5;Oca.67;4;Nis.75;01.Haz;Mar.75;6;Oca.67;03.Aðu;6;Oca.62;Mar.75;05.May;33;Oca.67;Oca.63;Mar.95;Mar.72;06.Eyl;May.59;30;Oca.77;01.Tem;02.Þub;02.Oca;19;-0.75;01.Eyl;Oca.84;02.Eyl;02.Mar
3;E0;27.08.2011;Aston Villa;Wolves;0;0;D;0;0;D;15;3;5;2;10;9;11;8;1;3;0;0;02.Oca;Mar.25;Mar.75;2;03.Nis;03.Eyl;2;Mar.25;Mar.75;2;03.Mar;03.Mar;Oca.91;03.Nis;4;01.Eyl;Mar.25;Mar.75;02.Oca;03.Þub;03.Haz;Oca.95;Mar.25;03.Eyl;02.Oca;03.Mar;4;Oca.95;03.Nis;03.Aðu;44;02.Oca;02.Þub;03.May;03.Mar;04.Þub;Mar.81;45;Oca.98;Oca.89;Oca.95;Oca.88;22;-0.5;02.Kas;02.Haz;Oca.84;Oca.81
3;E0;27.08.2011;Blackburn;Everton;0;1;A;0;0;D;14;9;6;4;17;13;5;4;5;2;0;0;03.Mar;Mar.25;Þub.25;03.Oca;03.Nis;02.Mar;3;Mar.25;02.Mar;02.Tem;03.Þub;02.Nis;3;Mar.25;Þub.38;Þub.88;03.Þub;Þub.25;3;03.Þub;02.Nis;02.Eyl;Mar.25;Þub.38;03.Nis;03.Mar;02.Mar;Þub.88;Mar.25;02.Nis;45;Mar.49;Mar.14;Mar.35;Mar.26;02.Nis;02.Mar;40;02.Mar;Þub.17;Oca.73;Oca.65;25;0.25;Oca.95;Oca.91;02.Oca;Oca.94
3;E0;27.08.2011;Chelsea;Norwich;3;1;H;1;0;H;16;9;8;6;17;14;8;6;2;2;0;1;01.Þub;06.May;15;Oca.22;05.May;14;Oca.22;May.75;12;01.Þub;05.May;12;01.Þub;6;15;Oca.18;May.75;12;Oca.22;6;13;01.Þub;6;13;Oca.22;06.May;17;01.Þub;6;13;44;Oca.23;01.Þub;Tem.21;Haz.18;19.47;14.66;31;Oca.55;Oca.51;02.Haz;Þub.44;24;-1.75;01.Eyl;Oca.84;02.Ara;02.Nis
3;E0;27.08.2011;Liverpool;Bolton;3;1;H;1;0;H;17;7;9;4;5;7;12;6;0;2;0;0;01.Nis;04.May;08.May;Oca.42;4;08.May;01.Nis;04.Þub;8;Oca.35;04.May;07.Mar;01.Nis;04.May;8;Oca.36;Nis.33;07.May;Oca.44;4;8;01.Nis;Nis.33;8;Oca.44;04.Haz;9;01.Nis;Nis.33;8;44;Oca.45;Oca.41;Nis.75;Nis.35;Aðu.96;08.Kas;41;Oca.77;01.Tem;02.Þub;02.Eyl;26;-1.25;2;Oca.95;Oca.95;Oca.91
3;E0;27.08.2011;Swansea;Sunderland;0;0;D;0;0;D;15;12;6;8;7;10;7;4;1;1;0;0;Þub.38;03.Mar;3;Þub.35;03.Þub;3;02.Nis;03.Þub;02.Eyl;02.Mar;03.Þub;02.Aðu;Þub.38;Mar.25;3;02.Mar;03.Þub;02.Aðu;02.May;03.Oca;02.Eyl;02.Mar;03.Mar;3;02.Nis;03.Mar;03.Oca;Þub.38;Mar.25;Þub.88;45;Þub.54;Þub.41;03.Nis;Mar.24;Mar.25;Þub.96;41;02.Þub;02.Aðu;01.Aðu;Oca.71;23;-0.25;Þub.17;02.Oca;Oca.81;Oca.79
3;E0;27.08.2011;Wigan;QPR;2;0;H;1;0;H;13;19;10;9;13;8;8;7;2;0;0;0;Þub.25;03.Mar;Mar.25;Þub.25;03.Þub;Mar.15;02.Mar;03.Þub;3;Þub.25;03.Þub;02.Eyl;Þub.25;Mar.25;03.Þub;Þub.25;03.Þub;Þub.88;02.Nis;03.Þub;3;02.Mar;Mar.25;3;Þub.38;03.Mar;03.Mar;02.Mar;Mar.25;3;45;02.Nis;Þub.28;Mar.34;Mar.25;Mar.41;Mar.15;42;Þub.32;02.Ara;Oca.74;Oca.68;26;-0.25;02.Mar;Oca.97;Oca.94;Oca.89
3;E0;28.08.2011;Man United;Arsenal;8;2;H;3;1;H;25;19;15;13;9;7;3;5;2;3;0;1;01.May;Nis.33;06.May;Oca.45;4;07.May;01.May;4;06.May;Oca.55;03.Tem;05.Nis;01.May;4;7;Oca.45;4;Haz.25;Oca.53;Mar.75;7;Oca.44;4;7;01.May;04.Nis;07.May;01.Nis;04.May;7;43;Oca.53;Oca.48;Nis.52;Nis.16;07.Aðu;Haz.95;43;Oca.85;Oca.77;02.Þub;02.Oca;27;-1;Oca.86;Oca.81;02.Ara;02.Haz
3;E0;28.08.2011;Newcastle;Fulham;2;1;H;0;0;D;13;16;9;9;19;8;6;6;2;1;0;0;02.Oca;Mar.25;Mar.75;2;Mar.25;03.Aðu;02.Oca;03.Þub;03.May;02.Oca;03.Mar;03.Oca;02.Oca;Mar.25;03.Haz;2;Mar.25;03.Nis;Þub.15;03.Þub;03.May;02.Oca;03.Mar;03.Nis;Þub.15;03.Mar;Mar.75;02.May;03.Nis;03.Nis;45;02.Þub;02.Kas;03.Nis;Mar.26;03.Aðu;Mar.55;42;Þub.25;02.Eyl;Oca.83;01.Tem;23;-0.25;01.Eyl;Oca.85;02.Tem;02.Þub
3;E0;28.08.2011;Tottenham;Man City;1;5;A;0;2;A;15;22;10;12;11;9;10;5;2;4;0;0;Þub.88;03.Mar;02.May;02.Eyl;03.Nis;Þub.45;Þub.75;03.Þub;02.May;02.May;03.Mar;02.May;Þub.88;03.Mar;02.Nis;02.Haz;03.Mar;02.Nis;02.Eyl;03.Oca;02.May;Þub.75;03.Nis;02.May;3;03.Nis;02.May;02.Aðu;03.Mar;02.Nis;44;03.Oca;Þub.85;03.Nis;Mar.28;Þub.54;Þub.47;41;Oca.87;Oca.78;02.Oca;2;24;0;Þub.17;02.Aðu;Oca.82;Oca.77
3;E0;28.08.2011;West Brom;Stoke;0;1;A;0;0;D;16;7;7;1;9;12;5;1;0;0;0;0;02.Oca;Mar.25;Mar.75;2;Mar.25;03.Aðu;2;03.Þub;Mar.75;02.Þub;03.Þub;3;02.Oca;Mar.25;03.Haz;2;Mar.25;03.Nis;Þub.15;03.Oca;03.Haz;02.Oca;Mar.25;03.Nis;02.Oca;03.Mar;03.Aðu;2;Mar.25;Mar.75;45;Þub.16;02.Haz;03.Nis;Mar.27;4;Mar.68;41;Þub.19;02.Tem;Oca.83;Oca.71;20;-0.5;Þub.16;02.Eyl;Oca.86;01.Aðu
3;E0;10.09.2011;Arsenal;Swansea;1;0;H;1;0;H;18;10;8;5;10;7;4;5;3;2;0;0;Oca.36;Nis.75;9;Oca.33;Nis.75;Eyl.25;Oca.35;04.May;9;Oca.35;04.May;07.Mar;Oca.33;5;9;Oca.33;04.May;8;Oca.36;04.Aðu;08.May;Oca.36;04.May;9;Oca.36;5;10;Oca.36;Nis.33;9;42;Oca.39;Oca.35;May.17;Nis.66;11;Eyl.19;37;01.Tem;Oca.65;Þub.31;Þub.17;20;-1.25;Oca.87;Oca.85;02.Aðu;02.Þub
3;E0;10.09.2011;Bolton;Man United;0;5;A;0;3;A;20;13;13;9;14;1;5;7;2;0;0;0;9;04.May;01.Nis;8;04.Mar;01.Nis;7;04.Þub;Oca.44;7;04.Oca;01.Nis;8;04.May;01.Nis;07.May;Nis.33;Oca.36;7;04.Nis;Oca.44;08.May;04.May;01.Nis;9;Nis.75;01.Nis;07.May;4;Oca.44;42;9;Tem.91;5;Nis.41;Oca.45;Oca.42;35;Oca.67;Oca.63;Þub.33;Þub.22;18;Oca.25;Oca.93;Oca.89;02.Þub;Oca.97
3;E0;10.09.2011;Everton;Aston Villa;2;2;D;1;0;H;17;7;10;3;13;11;8;0;1;1;0;0;2;03.Nis;03.Aðu;02.Oca;Mar.25;Mar.75;02.May;Mar.25;03.May;01.Eyl;03.Mar;03.Tem;2;03.Mar;03.Aðu;2;Mar.25;03.Nis;2;03.Mar;03.Aðu;02.Oca;03.Mar;03.Haz;02.Oca;Mar.25;4;02.May;03.Þub;03.Haz;43;Þub.16;02.Nis;03.May;Mar.27;04.Nis;Mar.76;38;Þub.25;02.Aðu;Oca.75;01.Tem;21;-0.5;Þub.13;02.Tem;Oca.88;Oca.79
3;E0;10.09.2011;Man City;Wigan;3;0;H;1;0;H;23;9;10;5;6;9;8;3;0;0;0;0;Oca.17;7;17;Oca.14;7;20;Oca.18;6;15;Oca.22;05.Mar;11;Oca.17;7;17;Oca.15;06.May;13;Oca.18;06.May;17;Oca.17;7;15;Oca.18;07.May;19;Oca.17;06.May;15;42;01.Þub;Oca.17;Tem.85;Haz.88;20.18;16.27;30;Oca.53;Oca.47;02.Tem;Þub.54;20;-2;Oca.98;Oca.92;Oca.99;Oca.94
3;E0;10.09.2011;Stoke;Liverpool;1;0;H;1;0;H;3;20;1;11;12;13;2;12;0;1;0;0;Mar.25;03.Mar;Þub.25;03.Nis;Mar.25;Þub.25;03.Nis;Mar.25;02.Oca;03.Þub;03.Þub;02.Oca;03.Nis;Mar.25;02.Þub;03.Þub;03.Þub;02.Oca;03.Mar;03.Þub;Þub.25;03.Nis;Mar.25;02.Þub;03.May;03.Mar;Þub.25;03.Þub;Mar.25;Þub.25;42;Mar.55;Mar.33;03.Nis;Mar.25;Þub.33;Þub.21;39;02.Þub;02.Oca;Oca.75;01.Tem;21;0.25;Oca.97;Oca.92;Oca.99;Oca.94
3;E0;10.09.2011;Sunderland;Chelsea;1;2;A;0;1;A;14;16;7;8;7;3;4;7;1;1;0;0;5;Mar.75;01.Tem;05.May;03.Haz;Oca.65;5;03.Haz;Oca.67;5;03.Haz;01.Haz;5;03.Haz;01.Tem;Nis.75;03.May;Oca.65;5;03.Haz;01.Tem;05.May;03.May;Oca.67;05.Nis;Mar.75;Oca.73;04.May;03.Haz;Oca.73;43;May.62;May.19;Mar.79;03.Haz;Oca.74;Oca.69;42;02.Haz;Oca.97;Oca.88;Oca.81;21;0.75;Oca.98;Oca.94;Oca.96;Oca.92
3;E0;10.09.2011;Wolves;Tottenham;0;2;A;0;0;D;10;17;6;11;5;12;4;10;3;2;0;0;3;Mar.25;02.Nis;Þub.85;03.Nis;Þub.45;02.Aðu;03.Mar;02.Nis;02.Tem;03.Þub;02.Nis;Þub.88;03.Mar;02.Nis;02.Tem;Mar.25;Þub.35;02.Eyl;03.Mar;Þub.45;Þub.88;Mar.25;02.May;03.Ara;Mar.25;02.Nis;Þub.75;Mar.25;02.May;43;Mar.16;Þub.91;03.Nis;Mar.29;02.May;Þub.42;42;02.Oca;Oca.92;Oca.94;Oca.85;19;0.25;Oca.84;Oca.79;Þub.14;02.Eyl
3;E0;11.09.2011;Fulham;Blackburn;1;1;D;1;1;D;13;10;8;5;7;12;11;2;3;1;0;0;Oca.67;03.Haz;05.May;Oca.65;03.Nis;May.75;01.Tem;03.May;5;Oca.75;03.Nis;04.Mar;Oca.73;03.Mar;05.May;Oca.65;03.Nis;5;Oca.67;03.Haz;05.May;Oca.73;03.May;5;01.Tem;Mar.75;6;Oca.67;03.Nis;05.May;43;Oca.73;Oca.67;Mar.83;Mar.56;06.Haz;May.44;43;02.Aðu;Oca.99;Oca.84;Oca.78;21;-0.75;Oca.89;Oca.84;02.Eyl;02.Mar
3;E0;11.09.2011;Norwich;West Brom;0;1;A;0;1;A;17;14;5;9;10;11;1;3;1;2;0;0;02.May;Mar.25;Þub.88;Þub.45;Mar.25;02.Aðu;02.May;03.Þub;Þub.75;02.Nis;03.Þub;02.Tem;02.May;03.Mar;02.Aðu;Þub.45;03.Þub;Þub.62;02.May;03.Mar;02.Aðu;02.May;03.Nis;02.Tem;02.Haz;03.Nis;Þub.88;Þub.38;Mar.25;Þub.88;43;Þub.62;Þub.49;Mar.45;Mar.27;Þub.92;Þub.82;43;02.Þub;Oca.93;Oca.92;Oca.84;19;0;Oca.88;01.Aðu;02.Oca;02.Nis
3;E0;12.09.2011;QPR;Newcastle;0;0;D;0;0;D;14;8;5;3;10;15;6;4;1;3;0;0;02.Nis;Mar.25;3;Þub.45;03.Mar;Þub.95;02.Nis;Mar.25;Þub.85;02.May;03.Mar;02.May;Þub.38;Mar.25;3;02.Nis;Mar.25;Þub.65;02.Nis;03.Þub;3;02.Mar;03.Mar;03.Oca;02.May;Mar.25;03.Ara;Þub.38;Mar.25;Þub.88;41;Þub.52;Þub.43;03.Nis;Mar.23;Mar.18;Þub.94;37;Þub.25;02.Ara;Oca.73;Oca.68;19;-0.25;02.Kas;02.Tem;Oca.86;01.Aðu
3;E0;17.09.2011;Aston Villa;Newcastle;1;1;D;1;0;H;10;21;2;13;13;10;4;9;1;1;0;0;Oca.91;03.Nis;04.Þub;01.Eyl;03.Nis;4;Oca.95;03.Nis;Mar.75;2;03.Mar;03.Mar;2;03.Þub;4;01.Eyl;Mar.25;Mar.75;2;03.Oca;04.Þub;Oca.95;03.Nis;4;Oca.95;03.May;Nis.33;Oca.91;03.Mar;4;44;2;Oca.93;Mar.52;Mar.36;04.May;04.Eyl;44;02.Þub;Oca.92;Oca.94;Oca.86;26;-0.5;Oca.97;Oca.92;Þub.25;Oca.94
3;E0;17.09.2011;Blackburn;Arsenal;4;3;H;1;2;A;10;24;5;16;14;9;2;13;2;1;0;0;04.Þub;03.Nis;Oca.91;04.May;03.Nis;Oca.88;4;03.May;Oca.85;4;03.Nis;01.Aðu;Nis.33;03.Mar;Oca.91;4;03.Nis;01.Aðu;04.Þub;Mar.25;Oca.91;04.Þub;03.May;Oca.87;04.Haz;03.May;01.Aðu;Nis.33;03.Nis;Oca.83;40;Nis.66;Nis.27;Mar.57;Mar.42;Oca.93;Oca.87;43;02.Oca;Oca.91;Oca.91;Oca.86;26;0.5;02.Oca;Oca.98;Oca.93;Oca.89
3;E0;17.09.2011;Bolton;Norwich;1;2;A;0;2;A;7;11;7;5;8;8;6;9;3;1;1;0;01.Aðu;03.Haz;04.Haz;Oca.75;Mar.45;Nis.75;Oca.75;03.May;04.May;Oca.75;03.Nis;04.Mar;Oca.73;03.Haz;5;01.Tem;03.May;Nis.33;Oca.83;03.Oca;5;01.Tem;03.Haz;May.25;01.Aðu;03.Haz;5;Oca.67;03.Haz;5;44;Oca.83;Oca.76;Mar.75;Mar.52;May.25;Nis.77;44;Oca.86;Oca.81;02.Oca;Oca.96;24;-0.75;02.Oca;02.May;Oca.86;Oca.83
3;E0;17.09.2011;Everton;Wigan;3;1;H;1;1;D;17;9;10;4;14;8;4;9;2;1;0;0;01.May;4;7;Oca.53;Mar.75;06.May;Oca.55;Mar.75;6;01.Haz;03.Haz;5;Oca.57;03.Haz;7;01.May;03.Haz;06.May;Oca.53;03.Haz;07.May;Oca.53;03.Eyl;06.May;Oca.53;4;8;01.May;Mar.75;7;44;Oca.57;Oca.52;Nis.14;Mar.84;8;Haz.94;44;Oca.98;Oca.92;Oca.94;Oca.85;27;-1;Oca.93;Oca.85;02.Eyl;02.Oca
